BSN,Building,Name,eMail,Internet,Notizen,AktuellerTarif,AktuelleBandbreite,Modified,LetzterTarif,LetzteBandbreite,Latest,LatestSource,Standort,Straße,PLZ,lat,lng,TelekomTarif,TelekomDownload,TelekomUpload,TelekomLTE
05G24,05G24,Grundschule am Windmühlenberg,sekretariat@schuleamwindmuehlenberg.de,http://www.SchuleAmWindmuehlenberg.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Am Kinderdorf 23-37,14089,52.48547,13.17431,MagentaZuhause M,50 MBit/s,10 MBit/s,0
05G25,05G25,Grundschule am Wasserwerk,schuastawa@t-online.de,,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Pionierstr. 197,13589,52.55625,13.16467,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
05G26,05G26,Grundschule am Amalienhof,schule.amalienhof@gmail.com,http://gsamalienhof.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Weinmeisterhornweg 122,13593,52.51289,13.1667,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
05G27,05G27,Peter-Härtling-Grundschule,sekretariat@peter-haertling.schule.berlin.de,http://www.peter-haertling-gs.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Flankenschanze 20,13585,52.543893,13.1996,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
05G28,05G28,Grundschule an der Pulvermühle,sekretariat@gs-pulvermuehle.de,http://www.gs-pulvermuehle.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Grützmacherweg 7,13599,52.544061,13.228327,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G29,05G29,Mary-Poppins-Grundschule,mary-poppins-grundschule@arcor.de,,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,VDSL 25,25,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Am Flugplatz Gatow 20,14089,52.472209,13.127426,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05G30,05G30,Birken-Grundschule,sekretariat@05G30.schule.berlin.de,,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Hügelschanze 8-9,13585,52.54863,13.19756,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05K01,05K01,Martin-Buber-Oberschule (Integrierte Sekundarschule),info@martin-buber-oberschule.de,http://www.martin-buber-oberschule.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Im Spektefeld 33,13589,52.54895,13.1565,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05K02,05K02,Carlo-Schmid-Oberschule (Integrierte Sekundarschule),b.pobloth@carlo-schmid.schule,http://www.csoonline.de,,500 Mbit/s,500,7. Oktober 2020,,,,,,Lutoner Str. 15-19,13581,52.5259,13.17464,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05K03,05K03,Bertolt-Brecht-Oberschule (Integrierte Sekundarschule),sekretariat@brecht-oberschule.de,http://www.brecht-oberschule.de,,500 Mbit/s,500,7. Oktober 2020,,,,,,Wilhelmstr. 10,13595,52.525308,13.192692,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05K04,05K04,Heinrich-Böll-Oberschule (Integrierte Sekundarschule),hbo@boell-schule.de,http://www.boell-schule.de,,500 Mbit/s,500,7. Oktober 2020,,,,,,Am Forstacker 9-11,13587,52.565166,13.199033,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05K05,05K05,B.-Traven-Gemeinschaftsschule,sekretariat@btg.schule.berlin.de,http://www.btg.schule,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Recklinghauser Weg 26-32,13583,52.5469,13.17403,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
05K06,05K06a,Wolfgang-Borchert-Schule (Integrierte Sekundarschule),info@borchertschule-spandau.de,http://borchertschule-spandau.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,Blumenstraße,Blumenstr. 13,13585,52.54571,13.1967,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05K06,05K06b,Wolfgang-Borchert-Schule (Integrierte Sekundarschule),,,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,VDSL 25,25,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,Borchertweg,Borchertweg 2,13585,52.543459,13.194591,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
05K07,05K07,Schule an der Jungfernheide (Integrierte Sekundarschule),info@schule-an-der-jungfernheide.de,http://www.schule-an-der-jungfernheide.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Lenther Steig 1-3,13629,52.53843,13.26697,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05K08,05K08,Schule an der Haveldüne (Integrierte Sekundarschule),info@schuleanderhavelduene.de,https://havelduene.berlin/,,500 Mbit/s,500,7. Oktober 2020,,,,,,Jaczostr. 53-67,13595,52.51098,13.18567,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05K09,05K09,Schule am Staakener Kleeblatt (Integrierte Sekundarschule),staakener.kleeblatt@gmail.com,http://www.schuleamstaakenerkleeblatt.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Brunsbütteler Damm 431-437,13591,52.5349,13.13491,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
05S01,05S01,Schule am Grüngürtel,sekretariat@05G30.schule.berlin.de,http://schule-am-gruenguertel.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,,Askanierring 42,13585,52.549099,13.1934,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05S03,05S03a,Schule am Gartenfeld,schule_am_gartenfeld-berlin@t-online.de,http://www.schule-am-gartenfeld.de,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,12. Januar 2021,Schul- und Sportamt Spandau von Berlin,Gartenfelder Straße,Gartenfelder Str. 81,13599,52.543211,13.24234,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05S03,05S03b,Schule am Gartenfeld,,,,z.Z. kein geeignetes Kabelnetz,0,7. Oktober 2020,DSL 16000,16,10. Dezember 2020,Schul- und Sportamt Spandau von Berlin,Seecktstraße,Seecktstraße 2,13581,52.526844,13.188415,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05S04,05S04,Schule am Stadtrand,kontakt@zwei-schulen.de,http://www.zwei-schulen.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Pionierstr. 197,13589,52.555846,13.164834,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
05Y01,05Y01,Freiherr-vom-Stein-Gymnasium,freiherr-vom-stein-gymnasium@t-online.de,http://www.steingymnasium.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Galenstr. 40-44,13597,52.539684,13.198479,MagentaZuhause via Funk,50 MBit/s,10 MBit/s,0
05Y02,05Y02,Kant-Gymnasium,info@kant-gym.de,http://www.Kant-gymnasium-berlin.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Bismarckstr. 54,13585,52.54286,13.20115,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
05Y03,05Y03,Hans-Carossa-Gymnasium,Sekretariat@hans-carossa-gymnasium.de,http://www.hcg-berlin.de,,1.000 Mbit/s,1000,7. Oktober 2020,,,,,,Am Landschaftspark Gatow 40,14089,52.47244,13.13028,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
05Y04,05Y04,Carl-Friedrich-von-Siemens-Gymnasium,mail@cfvsiemens.de,http://www.c-f-v-siemens-og.de,,500 Mbit/s,500,7. Oktober 2020,,,,,,Jungfernheideweg 79,13629,52.54559,13.26983,MagentaZuhause S,6 MBit/s,"2,4 MBit/s",300 MBit/s
05Y05,05Y05,Lily-Braun-Gymnasium,e-post@lily-braun-gymnasium.de,http://www.lily-braun-gymnasium.de,,500 Mbit/s,500,7. Oktober 2020,,,,,,Münsingerstr. 2,13597,52.538567,13.199029,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06G01,06G01,Nord-Grundschule,sekretariat@nord-grund.schule.berlin.de,http://www.nordgrundschule.de,,nicht bekannt,-,September 2019,,,,,Hauptstandort,Potsdamer Str. 7,14163,52.435951,13.25558,MagentaZuhause via Funk,50 MBit/s,10 MBit/s,0
06G02,06G02,Süd-Grundschule,info@sued-grundschule.de,http://www.süd-grundschule-berlin.de,,nicht bekannt,-,September 2019,,,,,Hauptstandort,Claszeile 56,14165,52.4189,13.25839,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G03,06G03a,Johannes-Tews-Grundschule,schulleitung@jtg-berlin.de,http://www.johannes-tews-grundschule.de,,sonstige,-,September 2019,,,,,Hauptstandort,Wasgenstr. 50,14129,52.43162,13.21262,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
06G03,06G03b,Johannes-Tews-Grundschule,,,,,,September 2019,,,,,Filiale,,,52.430756,13.215529,,,,
06G04,06G04,Erich-Kästner-Grundschule,sekretariat@eks.schule.berlin.de,http://www.erich-kaestner-grundschule-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Bachstelzenweg 2-8,14195,52.458141,13.283199,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
06G05,06G05,Conrad-Schule (Grundschule),info@conrad-schule.de,http://www.conrad-schule.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Schulstr. 4,14109,52.415181,13.146695,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
06G06,06G06,Mühlenau-Grundschule,sekretariat@muehlenau.de,http://www.mühlenau.de,,sonstige,-,September 2019,,,,,Hauptstandort,Molsheimer Str. 7,14195,52.443206,13.276002,MagentaZuhause S,6 MBit/s,"2,4 MBit/s",300 MBit/s
06G07,06G07,Zinnowwald-Grundschule,Sekretariat@zinnowwald.schule.berlin.de,,,Glasfase (FTTH),1000,September 2019,,,,,Hauptstandort,Wilskistr. 78,14163,52.44543,13.246529,MagentaZuhause L,100 MBit/s,40 MBit/s,0
06G08,06G08,Schweizerhof-Grundschule,06G08@06G08.schule.berlin.de,http://www.schweizerhof-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Leo-Baeck-Str. 28-30,14167,52.42278,13.26571,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G09,06G09,Dreilinden-Grundschule,sekretariat@dreilinden-grundschule.de,http://www.dreilinden-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Dreilindenstr. 65,14109,52.4205,13.18369,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G10,06G10,Grundschule am Buschgraben,kontakt@grundschuleambuschgraben.de,http://www.grundschuleambuschgraben.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Ludwigsfelder Str. 43-47,14165,52.42192,13.242834,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G12,06G12,Quentin-Blake-Grundschule,schulleitung@quentin-blake.schule.berlin.de,http://www.quentin-blake-europe-school.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Hüttenweg 40,14195,52.454097,13.27055,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06G14,06G14,Sachsenwald-Grundschule,sekretariat@sachsenwald.schule.berlin.de,http://www.sachsenwald-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Sachsenwaldstr. 20-21,12157,52.46151,13.3354,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G15,06G15,Dunant-Grundschule,sekr@dunant-grundschule.de,http://www.dunant-grundschule.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Gritznerstr. 19-23,12163,52.46486,13.31818,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06G16,06G16,Rothenburg-Grundschule,schulleitung@rothenburg-grundschule.de,http://www.rothenburg-grundschule.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Rothenburgstr. 18,12165,52.45398,13.31302,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06G17,06G17,Grundschule am Insulaner,sekretariat.gsai@t-online.de,http://www.grundschule-am-insulaner.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Hanstedter Weg 11-15,12169,52.45185,13.34956,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G18,06G18,Athene-Grundschule,info@athene-grundschule.de,http://www.athene-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Curtiusstr. 37,12205,52.440565,13.290632,MagentaZuhause L,100 MBit/s,40 MBit/s,0
06G20,06G20,Alt-Lankwitzer Grundschule,buero@a-l-gs.schule.berlin.de,http://www.alt-lankwitzer-grundschule.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Schulstr. 17-21,12247,52.437023,13.351096,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06G21,06G21,Paul-Schneider-Grundschule,sekretariat@06g21.schule.berlin.de,http://www.paul-schneider-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Seydlitzstr. 30-34,12249,52.431002,13.341243,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G22,06G22,Giesensdorfer Grundschule,sekretariat@giesensdorfer.grundschule.berlin.de,http://www.giesensdorfer-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Ostpreußendamm 63,12207,52.422226,13.31101,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06G23,06G23,Kronach-Grundschule,schulleitung@kronach.schule.berlin.de,http://www.kronach-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Moltkestr. 24-26,12203,52.44167,13.313098,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G24,06G24,Grundschule unter den Kastanien,info@kastanie.schule.berlin.de,http://www.grundschule-unter-den-kastanien.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Kastanienstr. 6 -8,12209,52.42546,13.32527,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G25,06G25,Clemens-Brentano-Grundschule,schulleitung@c-brentano-grundschule.de,http://www.c-brentano-grundschule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Kommandantenstr. 83-84,12205,52.433511,13.29316,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06G26,06G26,Käthe-Kruse-Grundschule,Kaethe-Kruse-Grundschule@t-online.de,,,DSL 16000,16,September 2019,,,,,Hauptstandort,Tietzenweg 108,12203,52.438186,13.310138,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06G27,06G27a,Grundschule am Königsgraben,sekretariat@grundschule-am-koenigsgraben.de,http://www.grundschule-am-koenigsgraben.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Gallwitzallee 136-144,12249,52.42303,13.34815,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06G27,06G27b,Grundschule am Königsgraben,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.422822,13.347392,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06G28,06G28,Ludwig-Bechstein-Grundschule,06G28@gmx.de,http://www.ludwig-bechstein-grundschule.net,,DSL 16000,16,September 2019,,,,,Hauptstandort,Halbauer Weg 25,12249,52.43255,13.36236,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
06G29,06G29,Grundschule am Karpfenteich,info@karpfenteich.schule.berlin.de,http://www.grundschule-am-karpfenteich.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Hildburghauser Str. 135,12209,52.417401,13.333982,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G30,06G30,Mercator-Grundschule,schule@mercator-gs.de,http://www.mercator-gs.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Mercatorweg 8-10,12207,52.41225,13.317376,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06G31,06G31,Grundschule an der Bäke,info@baeke.net,http://www.baeke.net,,DSL 16000,16,September 2019,,,,,Hauptstandort,Haydnstr. 15,12203,52.447783,13.318838,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06G32,06G32a,Grundschule am Stadtpark Steglitz,sekretariat06g32@gmx.de,http://www.grundschule-am-stadtpark-steglitz.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Karl-Stieler-Str. 10-11,12167,52.449314,13.34298,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G32,06G32b,Grundschule am Stadtpark Steglitz,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.449732,13.342547,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G33,06G33,Friedrich-Drake-Grundschule,buero@f-d-gs.de,http://www.friedrich-drake-grundschule.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Drakestr. 80,12205,52.43254,13.30621,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06G34,06G34,34. Schule (Grundschule),plantage34@gmx.de,http://www.plantage34.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Plantagenstr. 8-9,12169,52.455499,13.330568,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06K01,06K01,John-F.-Kennedy-Schule,bsalzer@jfksberlin.org,http://www.jfks.de,,,-,September 2019,,,,,,Teltower Damm 87-93,14167,52.42589,13.26273,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
06K02,06K02a,Wilma-Rudolph-Schule (Integrierte Sekundarschule),buero@wilma-rudolph.de,http://www.wilma-rudolph.de,,Sonstige,-,September 2019,,,,,Hauptstandort,Am Hegewinkel 2A,14169,52.45479,13.26097,MagentaZuhause M,50 MBit/s,10 MBit/s,0
06K02,06K02b,Wilma-Rudolph-Schule (Integrierte Sekundarschule),,,,Sonstige,-,September 2019,,,,,2. Anschluss,,,52.455414,13.259988,MagentaZuhause M,50 MBit/s,10 MBit/s,0
06K03,06K03a,Kopernikus-Schule (Integrierte Sekundarschule),buero@kos-mail.de,http://www.kopernikus-oberschule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Lepsiusstr. 24-28,12163,52.4643,13.32069,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06K03,06K03b,Kopernikus-Schule (Integrierte Sekundarschule),,,,VDSL 100,100,September 2019,,,,,2. Anschluss,,,,,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06K04,06K04,Bröndby-Schule (Integrierte Sekundarschule),post@broendby.de,http://www.broendby.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Dessauerstr. 63,12249,52.428237,13.345888,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06K08,06K08,Max-von-Laue-Schule,MvL-Berlin.Schulleitung@t-online.de,http://www.Max-von-Laue-Schule.de,,unbekannt,-,September 2019,,,,,Hauptstandort,Dürerstr. 27,12203,52.43725,13.305628,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06K09,06K09,Gail-S.-Halvorsen-Integrierte Sekundarschule,sekretariat@halvorsen-schule.de,http://www.halvorsen-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Im Gehege 6,14195,52.459454,13.284371,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06K10,06K10a,Helene-Lange-Schule (Integrierte Sekundarschule),sekretariat@helene.berlin,http://www.helene-lange-schule-steglitz.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Lauenburger Str. 110,12169,52.4528,13.33586,MagentaZuhause XL,250 MBit/s,40 MBit/s,0
06K10,06K10b,Helene-Lange-Schule (Integrierte Sekundarschule),,,,VDSL 50,50,September 2019,,,,,2. Anschluss,,,,,MagentaZuhause XL,250 MBit/s,40 MBit/s,0
06K10,06K10c,Helene-Lange-Schule (Integrierte Sekundarschule),,,,VDSL 50,50,September 2019,,,,,3. Anschluss,,,,,MagentaZuhause XL,250 MBit/s,40 MBit/s,0
06K11,06K11a,Anna-Essinger-Gemeinschaftsschule,sekretariat-os@aegs.de,http://aegs.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Tietzenweg 101,12203,52.438611,13.310161,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06K11,06K11b,Anna-Essinger-Gemeinschaftsschule,,,,unbekannt,,September 2019,,,,,Filiale,Am Rohrgarten 9,14163,52.425824,13.225754,MagentaZuhause via Funk,50 MBit/s,10 MBit/s,0
06S01,06S01,Pestalozzi-Schule,epost@pestalozzi-schule-berlin.de,http://www.pestalozzi-schule-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Hartmannsweilerweg 47,14163,52.44346,13.24838,MagentaZuhause L,100 MBit/s,40 MBit/s,0
06S02,06S02a,Biesalski-Schule,buero@biesalski-schule.de,http://www.biesalski-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Hüttenweg 40,14195,52.454322,13.269575,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06S02,06S02b,Biesalski-Schule,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.454741,13.268762,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06S03,06S03,Peter-Frankenfeld-Schule,sekretariat@frankenfeld.schule.berlin.de,http://www.peter-frankenfeld-schule.de,,unbekannt,-,September 2019,,,,,Hauptstandort,Wedellstr. 26,12247,52.43515,13.35522,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
06S05,06S05,J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex,sekretariat@zeune-schule.de,http://www.zeune-schule.de,,sonstige,-,September 2019,,,,,Hauptstandort,Rothenburgstr. 14,12165,52.455569,13.315047,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y01,06Y01,Schadow-Gymnasium,sekretariat@schadow-gymnasium-berlin.de,http://www.schadow-gymnasium.de,,keine Angabe,-,September 2019,,,,,Hauptstandort,Beuckestr. 27-29,14163,52.43149,13.25463,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y02,06Y02,Droste-Hülshoff-Gymnasium,sekretariat@droste-gymnasium-berlin.de,http://www.droste-gymnasium-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Schönower Str. 8,14165,52.42846,13.25673,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y03,06Y03,Arndt-Gymnasium Dahlem,sekretariat@arndt-gymnasium.de,http://www.arndt-gymnasium.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Königin-Luise-Str. 80-84,14195,52.45916,13.28001,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y04,06Y04,Dreilinden-Gymnasium,sekretariat@dreilinden-gymnasium.de,http://www.dreilinden-gymnasium.de,,SVDSL 250,250,September 2019,,,,,Hauptstandort,Dreilindenstr. 49,14109,52.42057,13.18778,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y05,06Y05,Werner-von-Siemens-Gymnasium,leitung@siemens-gymnasium-berlin.de,http://www.siemens-gymnasium-berlin.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Beskidenstr. 3,14129,52.43194,13.21159,MagentaZuhause via Funk,50 MBit/s,10 MBit/s,0
06Y06,06Y06,Beethoven-Gymnasium,Leitung@beethoven-gymnasium.eu,http://www.beethoven-gymnasium.eu,,unbekannt,-,September 2019,,,,,Hauptstandort,Barbarastr. 9,12249,52.43293,13.34283,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
06Y07,06Y07,Paulsen-Gymnasium,paulsengymnasium@pg-berlin.de,http://www.paulsen-gymnasium.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Gritznerstr. 57,12163,52.46219,13.314388,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y08,06Y08,Hermann-Ehlers-Gymnasium,sekretariat@hermann-ehlers-schule.de,http://www.hermann-ehlers-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Elisenstr. 3-4,12169,52.45297,13.33373,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06Y09,06Y09,Fichtenberg-Oberschule,info@fichtenberg-oberschule.net,http://fichtenberg-oberschule.net,,sonstige,-,September 2019,,,,,Hauptstandort,Rothenburgstr. 18,12165,52.45398,13.31302,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06Y10,06Y10,Lilienthal-Gymnasium,sekretariat@lilienthal-gymnasium-berlin.de,http://www.lilienthal-gymnasium-berlin.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Ringstr. 2-3,12203,52.43595,13.31215,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y11,06Y11,Goethe-Gymnasium Lichterfelde,sekretariat@goethe-lichterfelde.schule.berlin.de,http://www.goethe-gymnasium-lichterfelde.de,,SVDSL 250,250,September 2019,,,,,Hauptstandort,Drakestr. 72-75,12205,52.434929,13.305363,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
06Y12,06Y12,Willi-Graf-Gymnasium,sekretariat@willi-graf-os.de,http://www.willi-graf-gymnasium.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Ostpreußendamm 166,12207,52.43469,13.32096,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
06Y13,06Y13,Gymnasium Steglitz,sekretariat@gymnasiumsteglitz.de,http://www.gymnasiumsteglitz.de,,sonstige,-,September 2019,,,,,Hauptstandort,Heesestr. 15,12169,52.45671,13.32644,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07A05,07A05,Kolleg Schöneberg,Sekretariat@KollegSchoeneberg.de,http://www.KollegSchoeneberg.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Nürnberger Str. 63,10787,52.503451,13.341312,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G01,07G01,Spreewald-Grundschule,Spreewald-Grundschule@gmx.de,http://www.spreewald-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Pallasstr. 15,10781,52.49539,13.35693,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07G02,07G02,Finow-Grundschule,sekretariat@finow.schule.berlin.de,http://www.finow-gs.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Welserstr. 16-22,10777,52.49823,13.34251,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G03,07G03,Werbellinsee-Grundschule,sekretariat@werbellinsee.schule.berlin.de,http://www.Werbellinsee-Grundschule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Luitpoldstr. 38,10781,52.495036,13.348236,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G05,07G05,Havelland-Grundschule,sekretariat@havelland.schule.berlin.de,http://www.havelland-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Kolonnenstr. 30,10829,52.484772,13.367681,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
